🕘️更新时间,#genre#
电视指南,http://60.223.72.140:8002/rtp/226.0.2.218:9656
电视指南,http://124.163.102.18:6000/rtp/226.0.2.218:9656
电视指南,http://171.118.22.143:8005/rtp/226.0.2.218:9656
电视指南,http://171.117.158.149:9999/rtp/226.0.2.218:9656
世界地理,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
世界地理,https://cc06.tv12.xyz/104.m3u8
兵器科技,http://171.125.90.120:6001/rtp/226.0.2.223:9696
兵器科技,http://171.118.146.124:6001/rtp/226.0.2.223:9696
兵器科技,http://61.240.38.133:8082/rtp/226.0.2.223:9696
兵器科技,http://116.179.130.16:6001/rtp/226.0.2.223:9696
兵器科技,http://60.223.72.140:8002/rtp/226.0.2.223:9696
兵器科技,http://124.163.102.18:6000/rtp/226.0.2.223:9696
兵器科技,http://221.205.180.120:8004/rtp/226.0.2.223:9696
兵器科技,http://171.117.158.149:9999/rtp/226.0.2.223:9696
兵器科技,http://171.118.22.143:8002/rtp/226.0.2.223:9696
兵器科技,http://171.118.22.143:8005/rtp/226.0.2.223:9696
